	WT-t00	WT-t05	WT-t10	WT-t15	WT-t20	WT-t30	WT-t45	WT-t60
YGL048C	193.3313	216.9266	220.0473	308.3902	309.5513	383.4312	488.8355	377.6248
YGL047W	29.3668	20.3369	24.4497	50.4638	66.8096	60.5418	145.2189	91.5454
YGL045W	22.0251	27.1158	56.2343	61.678	40.0858	46.1271	57.2694	45.7727
YGL044C	41.6029	24.8562	22.0047	39.2497	37.8588	40.3612	51.1334	30.5151
YGL043W	100.3365	119.7616	141.8083	98.1241	151.4352	118.2006	104.3122	133.5037
YGL042C	4.8945	0	2.445	11.2142	2.227	0	0	3.8144
YGL041W-A	46.4974	54.2317	66.0142	50.4638	73.4906	95.1371	73.6321	102.9886
YGL041C-B	4.8945	0	2.445	11.2142	2.227	0	4.0907	3.8144
YGL041C	0	0	0	8.4106	0	0	2.0453	0
YGL040C	139.4922	117.5019	166.2579	123.3561	122.4843	149.9129	157.4909	183.0908
YGL039W	46.4974	22.5965	14.6698	42.0532	26.7239	25.9465	16.3627	45.7727
YGL038C	70.9697	51.972	78.239	58.8745	75.7176	95.1371	128.8562	95.3598
YGL037C	310.7984	1118.5278	2386.2906	3378.2742	4233.5041	5235.421	4841.3125	2460.2826
YGL036W	48.9446	49.7123	51.3444	92.5171	82.3986	121.0835	112.4935	95.3598
YGL035C	34.2612	20.3369	12.2248	22.4284	46.7667	49.01	18.408	41.9583
YGL034C	0	0	0	0	0	0	0	0
YGL033W	2.4472	0	2.445	0	0	0	0	0
YGL032C	0	4.5193	0	0	0	0	0	0
YGL031C	2087.4885	2078.8799	1816.6126	1598.0218	1647.9711	1331.9188	1329.469	1293.0788
YGL030W	4816.1517	4397.283	3943.7364	3585.7367	3253.6294	2349.597	2051.4729	2666.2598
YGL029W	208.0147	162.695	102.6887	33.6426	37.8588	14.4147	22.4987	41.9583
YGL028C	112.5727	85.8668	56.2343	67.2851	64.5827	63.4247	118.6295	118.2461
YGL027C	137.045	90.3861	127.1384	112.1419	167.0241	118.2006	141.1282	156.3901
YGL026C	269.1955	336.6882	278.7266	297.176	293.9624	265.2306	323.1632	308.9657
YGL024W	0	4.5193	2.445	0	0	0	2.0453	0
YGL025C	24.4723	11.2983	22.0047	25.2319	24.4969	28.8294	44.9974	22.8864
YGL023C	24.4723	24.8562	17.1148	19.6248	22.2699	20.1806	42.9521	49.5871
YGL022W	345.0597	334.4285	295.8414	330.8186	329.5942	354.6018	372.2513	331.8521
YGL021W	53.8391	40.6737	34.2296	19.6248	24.4969	37.4782	87.9495	72.4734
YGL020C	95.442	99.4247	102.6887	114.9454	109.1224	95.1371	124.7656	129.6893
YGL019W	137.045	106.2036	112.4686	131.7667	111.3494	138.3812	163.627	129.6893
YGL018C	19.5779	36.1544	19.5598	22.4284	44.5398	51.8929	73.6321	15.2576
YGL017W	17.1306	22.5965	44.0095	44.8568	44.5398	49.01	32.7254	34.3295
YGL016W	61.1808	47.4527	31.7846	39.2497	40.0858	37.4782	36.8161	34.3295
YGL015C	0	2.2597	4.8899	0	2.227	0	6.136	3.8144
YGL014W	107.6782	70.0492	56.2343	64.4816	60.1287	69.1906	69.5415	41.9583
YGL014C-A	0	4.5193	0	2.8035	6.681	0	2.0453	3.8144
YGL013C	41.6029	49.7123	51.3444	56.0709	66.8096	66.3076	49.0881	76.2878
YGL012W	198.2258	210.1476	224.9372	221.4802	202.6559	262.3476	247.4858	251.7499
YGL011C	227.5925	298.2741	242.052	277.5512	278.3735	397.8459	441.7928	362.3672
YGL010W	53.8391	38.4141	75.7941	100.9277	69.0366	147.03	94.0855	83.9166
YGL009C	411.1349	433.8532	476.7691	566.3165	570.1089	510.2806	415.2034	400.5111
YGL008C	452.7378	492.6042	555.0082	473.7995	356.3181	247.9329	243.3951	328.0377
YGL007C-A	0	0	0	0	0	0	0	0
YGL007W	2.4472	0	2.445	0	2.227	8.6488	2.0453	0
YGL006W-A	14.6834	20.3369	41.5645	42.0532	48.9937	72.0735	44.9974	30.5151
YGL006W	144.3867	106.2036	163.813	221.4802	262.7846	291.177	290.4378	175.462
YGL005C	29.3668	24.8562	31.7846	28.0355	44.5398	37.4782	57.2694	7.6288
YGL004C	17.1306	20.3369	17.1148	11.2142	31.1778	31.7124	34.7707	19.072
YGL003C	22.0251	33.8948	46.4544	53.2674	40.0858	51.8929	55.2241	49.5871
YGL002W	90.5476	51.972	63.5692	81.3029	113.5764	103.7859	94.0855	95.3598
YGL001C	97.8893	119.7616	110.0236	120.5525	144.7542	147.03	177.9443	144.9469
YGR001C	66.0753	99.4247	80.684	64.4816	66.8096	43.2441	69.5415	45.7727
YGR002C	29.3668	49.7123	44.0095	53.2674	46.7667	51.8929	38.8614	80.1022
YGR003W	48.9446	42.9334	53.7893	42.0532	31.1778	43.2441	18.408	26.7007
YGR004W	51.3919	22.5965	22.0047	42.0532	44.5398	34.5953	36.8161	57.2159
YGR005C	63.628	54.2317	73.3491	42.0532	57.9017	60.5418	63.4054	72.4734
YGR006W	0	0	2.445	0	0	5.7659	2.0453	0
YGR007W	100.3365	108.4633	110.0236	142.9809	164.7971	184.5082	194.307	160.2045
YGR008C	178.6479	347.9864	699.2614	1216.7394	1694.7379	2741.6769	2785.7489	1525.7567
YGR009C	53.8391	56.4913	58.6793	61.678	104.6684	118.2006	92.0402	80.1022
YGR010W	39.1557	29.3755	24.4497	33.6426	40.0858	43.2441	20.4534	30.5151
YGR011W	41.6029	29.3755	24.4497	33.6426	42.3128	43.2441	22.4987	30.5151
YGR012W	41.6029	27.1158	17.1148	50.4638	53.4477	31.7124	26.5894	19.072
YGR013W	9.7889	15.8176	12.2248	22.4284	40.0858	57.6588	34.7707	41.9583
YGR014W	151.7284	133.3195	92.9089	70.0887	75.7176	103.7859	165.6723	186.9052
YGR015C	22.0251	33.8948	17.1148	14.0177	33.4048	14.4147	44.9974	7.6288
YGR016W	7.3417	4.5193	2.445	5.6071	13.3619	8.6488	6.136	3.8144
YGR017W	44.0502	54.2317	51.3444	67.2851	69.0366	100.9029	69.5415	72.4734
YGR018C	2.4472	2.2597	2.445	5.6071	2.227	0	6.136	7.6288
YGR019W	70.9697	56.4913	63.5692	131.7667	113.5764	187.3912	241.3498	186.9052
YGR020C	384.2154	359.2847	413.1999	353.2469	414.2198	331.5382	339.5259	366.1816
YGR021W	24.4723	18.0772	22.0047	33.6426	31.1778	31.7124	38.8614	22.8864
YGR023W	17.1306	4.5193	17.1148	19.6248	8.908	14.4147	42.9521	3.8144
YGR022C	0	0	0	0	0	2.8829	0	0
YGR024C	75.8642	88.1264	97.7988	56.0709	69.0366	77.8394	77.7228	83.9166
YGR025W	7.3417	2.2597	2.445	11.2142	2.227	0	0	7.6288
YGR026W	156.6228	212.4073	215.1573	269.1405	229.3798	270.9965	321.1179	282.265
YGR027C	3888.651	3531.8362	3376.5034	3322.2033	3122.2371	2427.4364	2184.4199	2403.0668
YGR028W	26.9195	20.3369	46.4544	67.2851	75.7176	83.6053	51.1334	61.0303
YGR029W	78.3114	72.3089	53.7893	64.4816	75.7176	86.4882	61.3601	95.3598
YGR030C	36.7085	13.5579	22.0047	14.0177	17.8159	2.8829	14.3174	26.7007
YGR031W	34.2612	11.2983	31.7846	36.4461	31.1778	54.7759	49.0881	26.7007
YGR031C-A	0	0	0	0	0	0	0	0
YGR032W	68.5225	108.4633	100.2438	120.5525	115.8034	72.0735	61.3601	95.3598
YGR033C	100.3365	101.6843	107.5787	78.4993	118.0304	109.5518	132.9469	164.0188
YGR034W	2990.517	2768.0738	2408.2953	2377.4079	2008.7432	1519.3099	1290.6076	1579.1582
YGR035C	41.6029	31.6351	34.2296	8.4106	2.227	5.7659	6.136	7.6288
YGR035W-A	0	0	2.445	0	4.454	5.7659	0	0
YGR036C	4.8945	13.5579	7.3349	8.4106	4.454	11.5318	2.0453	11.4432
YGR037C	1221.1686	1077.8541	1058.6719	1000.8663	1088.9971	1199.3035	1149.4794	1178.647
YGR038W	56.2863	65.5299	97.7988	58.8745	69.0366	86.4882	75.6775	68.6591
YGR039W	2.4472	2.2597	2.445	0	0	0	0	0
YGR040W	36.7085	15.8176	31.7846	25.2319	31.1778	17.2976	24.544	26.7007
YGR041W	53.8391	33.8948	46.4544	39.2497	33.4048	17.2976	63.4054	61.0303
YGR042W	41.6029	33.8948	44.0095	84.1064	82.3986	126.8494	137.0376	106.803
YGR043C	73.4169	101.6843	215.1573	639.2087	1211.4815	1585.6176	1648.5416	1022.257
YGR044C	63.628	49.7123	58.6793	64.4816	77.9446	77.8394	100.2215	106.803
YGR045C	0	0	2.445	2.8035	4.454	0	0	3.8144
YGR046W	39.1557	36.1544	68.4592	61.678	66.8096	54.7759	73.6321	57.2159
YGR047C	44.0502	47.4527	14.6698	19.6248	64.5827	31.7124	22.4987	41.9583
YGR048W	53.8391	74.5685	110.0236	142.9809	135.8463	100.9029	151.3549	83.9166
YGR049W	31.814	33.8948	44.0095	47.6603	33.4048	31.7124	34.7707	64.8447
YGR050C	34.2612	29.3755	24.4497	28.0355	17.8159	23.0635	30.6801	34.3295
YGR051C	0	0	4.8899	0	0	0	2.0453	0
YGR052W	19.5779	216.9266	643.0271	843.8677	701.5012	276.7623	134.9922	106.803
YGR053C	9.7889	2.2597	51.3444	53.2674	55.6747	46.1271	24.544	26.7007
YGR054W	117.4671	115.2423	70.9041	72.8922	93.5335	69.1906	92.0402	99.1742
YGR055W	195.7785	235.0038	163.813	168.2128	122.4843	126.8494	173.8536	255.5642
YGR056W	29.3668	33.8948	29.3396	16.8213	37.8588	49.01	34.7707	38.1439
YGR057C	22.0251	24.8562	22.0047	22.4284	22.2699	8.6488	14.3174	41.9583
YGR058W	7.3417	22.5965	12.2248	11.2142	17.8159	20.1806	12.272	26.7007
YGR059W	0	13.5579	2.445	5.6071	4.454	0	6.136	3.8144
YGR060W	347.5069	352.5057	337.4058	252.3192	207.1099	164.3276	202.4884	431.0263
YGR061C	464.974	429.3339	422.9798	319.6044	273.9195	193.1571	159.5363	278.4506
YGR062C	41.6029	24.8562	41.5645	30.839	42.3128	43.2441	34.7707	76.2878
YGR064W	2.4472	6.779	7.3349	2.8035	0	2.8829	6.136	0
YGR063C	124.8088	38.4141	29.3396	44.8568	44.5398	77.8394	83.8588	61.0303
YGR065C	66.0753	40.6737	26.8947	28.0355	11.1349	25.9465	28.6347	53.4015
YGR066C	0	6.779	2.445	11.2142	13.3619	8.6488	12.272	0
YGR067C	7.3417	9.0386	14.6698	5.6071	6.681	5.7659	6.136	15.2576
YGR068W-A	0	0	0	0	0	0	0	0
YGR069W	0	0	7.3349	2.8035	4.454	8.6488	6.136	0
YGR068C	19.5779	24.8562	17.1148	19.6248	28.9508	20.1806	18.408	11.4432
YGR070W	7.3417	22.5965	26.8947	39.2497	46.7667	74.9565	85.9042	26.7007
YGR071C	14.6834	18.0772	22.0047	39.2497	20.0429	31.7124	38.8614	45.7727
YGR072W	19.5779	29.3755	12.2248	5.6071	8.908	17.2976	18.408	11.4432
YGR074W	80.7586	103.944	66.0142	128.9632	89.0795	66.3076	71.5868	91.5454
YGR073C	9.7889	15.8176	7.3349	5.6071	13.3619	17.2976	10.2267	3.8144
YGR075C	9.7889	15.8176	7.3349	5.6071	15.5889	23.0635	12.272	3.8144
YGR076C	41.6029	22.5965	22.0047	28.0355	44.5398	63.4247	69.5415	49.5871
YGR077C	51.3919	45.193	44.0095	30.839	40.0858	83.6053	49.0881	49.5871
YGR078C	53.8391	49.7123	26.8947	28.0355	42.3128	11.5318	49.0881	57.2159
YGR079W	88.1003	54.2317	14.6698	2.8035	4.454	2.8829	8.1813	15.2576
YGR080W	61.1808	56.4913	68.4592	103.7312	106.8954	129.7323	134.9922	114.4318
YGR081C	29.3668	49.7123	17.1148	36.4461	33.4048	25.9465	38.8614	30.5151
YGR082W	198.2258	169.4739	127.1384	131.7667	129.1653	161.4447	177.9443	194.534
YGR083C	112.5727	70.0492	97.7988	106.5348	69.0366	69.1906	65.4508	114.4318
YGR084C	56.2863	20.3369	31.7846	53.2674	28.9508	54.7759	40.9067	19.072
YGR085C	2481.4928	2318.4031	2014.6551	1684.9318	1356.2357	1029.21	1069.7112	1617.3021
YGR086C	560.416	1007.8048	1809.2777	2416.6576	2950.7591	3211.5963	2161.9211	1590.6013
YGR087C	4.8945	2.2597	2.445	2.8035	6.681	5.7659	16.3627	3.8144
YGR088W	44.0502	162.695	933.9785	1670.914	2607.8029	3029.9711	1867.3926	739.992
YGR089W	46.4974	36.1544	51.3444	44.8568	28.9508	49.01	47.0427	45.7727
YGR090W	90.5476	122.0212	97.7988	70.0887	48.9937	34.5953	87.9495	102.9886
YGR091W	14.6834	6.779	14.6698	11.2142	22.2699	20.1806	14.3174	15.2576
YGR092W	34.2612	38.4141	24.4497	44.8568	44.5398	51.8929	53.1788	26.7007
YGR093W	51.3919	27.1158	26.8947	5.6071	35.6318	28.8294	24.544	26.7007
YGR094W	587.3356	582.9902	493.8839	468.1924	514.4342	406.4947	345.6619	396.6967
YGR095C	115.0199	42.9334	53.7893	61.678	60.1287	37.4782	49.0881	41.9583
YGR096W	4.8945	2.2597	7.3349	2.8035	4.454	2.8829	6.136	19.072
YGR097W	44.0502	42.9334	48.8994	44.8568	48.9937	54.7759	69.5415	64.8447
YGR098C	44.0502	31.6351	44.0095	11.2142	22.2699	25.9465	30.6801	45.7727
YGR099W	17.1306	6.779	29.3396	8.4106	20.0429	14.4147	22.4987	41.9583
YGR100W	31.814	29.3755	24.4497	33.6426	24.4969	69.1906	81.8135	64.8447
YGR101W	48.9446	24.8562	19.5598	30.839	31.1778	63.4247	69.5415	49.5871
YGR102C	39.1557	47.4527	44.0095	44.8568	44.5398	72.0735	57.2694	72.4734
YGR103W	254.5121	232.7442	195.5976	210.266	167.0241	40.3612	10.2267	45.7727
YGR104C	83.2059	47.4527	39.1195	44.8568	51.2207	46.1271	44.9974	57.2159
YGR105W	161.5173	178.5125	166.2579	142.9809	129.1653	158.5618	151.3549	228.8635
YGR106C	291.2206	293.7548	290.9514	325.2115	309.5513	311.3576	364.07	358.5528
YGR107W	2.4472	0	0	0	4.454	0	2.0453	3.8144
YGR108W	97.8893	49.7123	44.0095	22.4284	20.0429	23.0635	55.2241	53.4015
YGR109C	17.1306	4.5193	7.3349	25.2319	4.454	5.7659	10.2267	11.4432
YGR110W	4.8945	6.779	2.445	2.8035	11.1349	11.5318	14.3174	19.072
YGR111W	44.0502	45.193	63.5692	106.5348	102.4414	141.2641	169.763	156.3901
YGR112W	19.5779	9.0386	17.1148	22.4284	31.1778	37.4782	42.9521	15.2576
YGR113W	51.3919	45.193	63.5692	75.6958	53.4477	74.9565	59.3148	49.5871
YGR116W	129.7033	144.6177	136.9183	145.7844	142.5272	187.3912	190.2163	175.462
YGR114C	7.3417	2.2597	12.2248	2.8035	2.227	2.8829	6.136	0
YGR115C	7.3417	2.2597	7.3349	2.8035	4.454	8.6488	8.1813	0
YGR117C	26.9195	56.4913	44.0095	50.4638	57.9017	57.6588	69.5415	68.6591
YGR118W	2523.0957	2316.1434	2119.7889	1898.0014	1578.9345	1421.2899	1321.2877	1640.1884
YGR119C	112.5727	155.916	114.9136	134.5703	138.0733	135.4982	130.9016	114.4318
YGR120C	36.7085	27.1158	17.1148	16.8213	22.2699	34.5953	32.7254	30.5151
YGR121C	7.3417	22.5965	34.2296	39.2497	28.9508	31.7124	18.408	15.2576
YGR121W-A	4.8945	0	0	0	0	5.7659	0	0
YGR122W	29.3668	40.6737	51.3444	53.2674	53.4477	40.3612	38.8614	19.072
YGR122C-A	12.2362	4.5193	19.5598	14.0177	28.9508	20.1806	16.3627	19.072
YGR123C	75.8642	51.972	83.129	28.0355	46.7667	25.9465	6.136	49.5871
YGR124W	486.9991	512.941	501.2188	585.9413	585.6978	585.237	654.5078	572.1588
YGR125W	73.4169	67.7896	46.4544	84.1064	86.8525	100.9029	126.8109	125.8749
YGR126W	4.8945	0	0	2.8035	4.454	0	6.136	3.8144
YGR127W	24.4723	40.6737	63.5692	78.4993	102.4414	121.0835	110.4482	102.9886
YGR128C	137.045	135.5791	83.129	64.4816	55.6747	14.4147	44.9974	61.0303
YGR129W	7.3417	9.0386	0	8.4106	24.4969	43.2441	26.5894	19.072
YGR130C	75.8642	88.1264	139.3633	199.0518	267.2386	233.5182	286.3472	183.0908
YGR131W	14.6834	11.2983	31.7846	25.2319	37.8588	25.9465	22.4987	15.2576
YGR132C	75.8642	99.4247	95.3538	109.3383	184.84	178.7423	231.1231	240.3067
YGR133W	36.7085	29.3755	22.0047	42.0532	26.7239	23.0635	22.4987	11.4432
YGR134W	31.814	45.193	31.7846	42.0532	22.2699	23.0635	32.7254	34.3295
YGR135W	330.3763	347.9864	256.7218	367.2647	349.6371	415.1435	511.3342	427.2119
YGR136W	78.3114	108.4633	88.0189	134.5703	158.1161	193.1571	267.9391	251.7499
YGR137W	80.7586	110.723	85.5739	140.1774	155.8892	184.5082	261.8031	251.7499
YGR138C	70.9697	51.972	26.8947	30.839	37.8588	95.1371	196.3523	225.0491
YGR139W	2.4472	2.2597	0	0	2.227	0	0	3.8144
YGR140W	26.9195	27.1158	2.445	2.8035	11.1349	5.7659	4.0907	19.072
YGR141W	12.2362	24.8562	7.3349	39.2497	33.4048	37.4782	44.9974	41.9583
YGR142W	48.9446	49.7123	75.7941	123.3561	144.7542	112.4347	141.1282	80.1022
YGR143W	24.4723	36.1544	31.7846	64.4816	48.9937	92.2541	114.5389	64.8447
YGR144W	9.7889	13.5579	7.3349	11.2142	22.2699	23.0635	8.1813	3.8144
YGR145W	115.0199	94.9054	80.684	56.0709	24.4969	20.1806	8.1813	30.5151
YGR146C	56.2863	24.8562	41.5645	33.6426	20.0429	46.1271	49.0881	38.1439
YGR146C-A	7.3417	2.2597	12.2248	5.6071	6.681	5.7659	2.0453	0
YGR147C	97.8893	58.751	36.6745	64.4816	42.3128	54.7759	44.9974	57.2159
YGR148C	1505.0474	1471.0335	1386.2979	1185.9004	984.3287	838.9358	738.3666	831.5374
YGR149W	63.628	58.751	100.2438	98.1241	240.5147	242.167	202.4884	156.3901
YGR150C	48.9446	27.1158	26.8947	25.2319	46.7667	60.5418	65.4508	72.4734
YGR151C	68.5225	54.2317	58.6793	50.4638	51.2207	40.3612	42.9521	41.9583
YGR152C	68.5225	54.2317	63.5692	50.4638	51.2207	40.3612	42.9521	41.9583
YGR153W	14.6834	4.5193	7.3349	14.0177	6.681	2.8829	4.0907	7.6288
YGR154C	14.6834	24.8562	17.1148	11.2142	13.3619	14.4147	18.408	26.7007
YGR155W	751.3001	750.2045	586.7928	513.0491	507.7533	406.4947	284.3018	469.1702
YGR156W	14.6834	24.8562	12.2248	19.6248	15.5889	25.9465	32.7254	38.1439
YGR157W	239.8287	257.6003	290.9514	277.5512	262.7846	259.4647	304.7552	267.0074
YGR158C	144.3867	99.4247	68.4592	53.2674	66.8096	80.7223	77.7228	106.803
YGR160W	0	2.2597	4.8899	2.8035	2.227	0	0	3.8144
YGR159C	531.0493	589.7692	425.4248	280.3547	102.4414	43.2441	24.544	76.2878
YGR161C	0	18.0772	46.4544	39.2497	17.8159	14.4147	18.408	7.6288
YGR161W-C	19.5779	33.8948	22.0047	36.4461	22.2699	11.5318	20.4534	26.7007
YGR162W	313.2456	431.5936	281.1715	221.4802	231.6067	155.6788	155.4456	221.2347
YGR163W	53.8391	58.751	51.3444	33.6426	60.1287	69.1906	61.3601	68.6591
YGR164W	4.8945	0	0	2.8035	0	0	4.0907	3.8144
YGR165W	75.8642	47.4527	56.2343	42.0532	42.3128	103.7859	92.0402	61.0303
YGR166W	36.7085	31.6351	48.8994	53.2674	48.9937	49.01	30.6801	53.4015
YGR167W	205.5675	207.888	212.7124	229.8909	322.9133	394.9629	580.8757	480.6134
YGR168C	17.1306	31.6351	19.5598	19.6248	28.9508	37.4782	55.2241	45.7727
YGR169C	14.6834	18.0772	12.2248	8.4106	8.908	5.7659	18.408	15.2576
YGR169C-A	95.442	169.4739	156.4781	145.7844	160.3431	95.1371	153.4003	148.7613
YGR170W	39.1557	38.4141	46.4544	42.0532	86.8525	69.1906	65.4508	57.2159
YGR171C	14.6834	6.779	22.0047	11.2142	17.8159	23.0635	20.4534	15.2576
YGR172C	112.5727	110.723	88.0189	75.6958	60.1287	80.7223	98.1762	106.803
YGR173W	66.0753	74.5685	61.1242	58.8745	22.2699	34.5953	30.6801	61.0303
YGR174C	41.6029	33.8948	36.6745	70.0887	86.8525	123.9665	124.7656	91.5454
YGR174W-A	12.2362	18.0772	29.3396	25.2319	28.9508	43.2441	24.544	41.9583
YGR175C	234.9342	268.8986	188.2627	204.6589	160.3431	170.0935	202.4884	225.0491
YGR176W	0	0	0	0	0	0	0	0
YGR177C	46.4974	42.9334	17.1148	22.4284	13.3619	17.2976	20.4534	26.7007
YGR178C	193.3313	162.695	136.9183	176.6235	184.84	164.3276	188.171	259.3786
YGR179C	44.0502	27.1158	19.5598	28.0355	26.7239	51.8929	28.6347	30.5151
YGR180C	501.6825	546.8358	550.1182	465.3888	463.2135	452.6217	296.5739	289.8938
YGR181W	166.4117	198.8494	188.2627	145.7844	204.8829	233.5182	257.7125	236.4923
YGR182C	53.8391	61.0106	85.5739	128.9632	153.6622	118.2006	100.2215	83.9166
YGR183C	107.6782	83.6071	146.6982	179.427	236.0607	219.1035	192.2617	129.6893
YGR184C	95.442	117.5019	85.5739	81.3029	104.6684	149.9129	139.0829	141.1325
YGR185C	247.1704	343.4671	293.3964	302.7831	271.6925	230.6353	204.5337	251.7499
YGR186W	85.6531	79.0878	83.129	120.5525	111.3494	115.3176	151.3549	99.1742
YGR187C	129.7033	117.5019	56.2343	36.4461	24.4969	34.5953	38.8614	57.2159
YGR188C	7.3417	4.5193	2.445	0	2.227	5.7659	8.1813	3.8144
YGR189C	203.1202	203.3687	146.6982	168.2128	129.1653	115.3176	134.9922	205.9772
YGR191W	85.6531	99.4247	107.5787	89.7135	60.1287	74.9565	73.6321	125.8749
YGR190C	0	0	0	2.8035	0	0	0	7.6288
YGR192C	15552.1566	17532.6407	18307.9342	18217.4487	17655.5607	18349.9199	19451.1543	21448.3245
YGR193C	46.4974	61.0106	63.5692	47.6603	66.8096	95.1371	98.1762	83.9166
YGR194C	17.1306	18.0772	39.1195	95.3206	131.3923	167.2106	122.7202	83.9166
YGR195W	58.7336	61.0106	51.3444	44.8568	28.9508	28.8294	38.8614	61.0303
YGR196C	26.9195	24.8562	19.5598	28.0355	51.2207	34.5953	16.3627	38.1439
YGR197C	12.2362	2.2597	9.7799	22.4284	31.1778	17.2976	28.6347	15.2576
YGR198W	85.6531	72.3089	83.129	64.4816	66.8096	109.5518	122.7202	91.5454
YGR199W	41.6029	38.4141	53.7893	53.2674	57.9017	74.9565	100.2215	80.1022
YGR200C	110.1254	112.9826	92.9089	95.3206	53.4477	31.7124	24.544	41.9583
YGR201C	14.6834	20.3369	29.3396	42.0532	37.8588	74.9565	79.7681	95.3598
YGR202C	44.0502	40.6737	56.2343	53.2674	84.6255	69.1906	51.1334	34.3295
YGR203W	22.0251	11.2983	14.6698	19.6248	8.908	25.9465	30.6801	34.3295
YGR204W	208.0147	223.7056	234.7171	140.1774	231.6067	239.2841	235.2137	171.6476
YGR204C-A	4.8945	6.779	4.8899	5.6071	6.681	14.4147	4.0907	7.6288
YGR205W	26.9195	0	26.8947	30.839	40.0858	34.5953	49.0881	19.072
YGR206W	31.814	33.8948	41.5645	28.0355	42.3128	60.5418	55.2241	53.4015
YGR207C	80.7586	58.751	61.1242	58.8745	48.9937	115.3176	132.9469	133.5037
YGR208W	127.256	63.2703	78.239	50.4638	66.8096	77.8394	106.3575	144.9469
YGR209C	873.6617	720.829	753.0507	849.4748	835.1205	1161.8252	1736.4911	1914.8246
YGR210C	110.1254	110.723	80.684	100.9277	69.0366	57.6588	75.6775	125.8749
YGR211W	141.9394	158.1756	134.4733	81.3029	89.0795	51.8929	40.9067	53.4015
YGR212W	2.4472	2.2597	4.8899	2.8035	4.454	0	0	0
YGR213C	9.7889	22.5965	12.2248	8.4106	20.0429	8.6488	8.1813	7.6288
YGR214W	1598.0422	1597.574	1374.0731	1258.7926	1160.2607	810.1064	781.3187	820.0942
YGR215W	78.3114	54.2317	36.6745	61.678	40.0858	49.01	85.9042	80.1022
YGR216C	29.3668	47.4527	22.0047	30.839	31.1778	28.8294	40.9067	38.1439
YGR217W	31.814	40.6737	19.5598	5.6071	15.5889	17.2976	28.6347	19.072
YGR218W	144.3867	167.2143	171.1479	204.6589	271.6925	239.2841	261.8031	205.9772
YGR219W	0	0	0	5.6071	0	2.8829	0	0
YGR220C	39.1557	63.2703	63.5692	58.8745	55.6747	103.7859	106.3575	91.5454
YGR221C	7.3417	18.0772	9.7799	5.6071	13.3619	0	6.136	30.5151
YGR222W	22.0251	42.9334	39.1195	44.8568	71.2636	51.8929	38.8614	64.8447
YGR223C	44.0502	36.1544	39.1195	67.2851	57.9017	86.4882	96.1308	61.0303
YGR224W	4.8945	0	0	0	2.227	0	4.0907	0
YGR225W	2.4472	2.2597	2.445	22.4284	8.908	14.4147	8.1813	3.8144
YGR226C	0	0	0	0	0	0	2.0453	0
YGR227W	26.9195	47.4527	29.3396	33.6426	31.1778	54.7759	38.8614	30.5151
YGR228W	0	0	4.8899	0	0	0	6.136	0
YGR229C	166.4117	151.3967	154.0331	159.8022	124.7113	147.03	122.7202	194.534
YGR230W	26.9195	29.3755	41.5645	22.4284	28.9508	31.7124	34.7707	72.4734
YGR231C	163.9645	194.3301	180.9278	207.4625	238.2877	288.2941	362.0246	366.1816
YGR232W	105.231	92.6457	97.7988	109.3383	89.0795	164.3276	153.4003	205.9772
YGR233C	31.814	15.8176	34.2296	22.4284	26.7239	23.0635	24.544	34.3295
YGR234W	389.1098	386.4005	396.0851	375.6753	273.9195	198.9229	75.6775	80.1022
YGR235C	75.8642	74.5685	73.3491	98.1241	95.7605	121.0835	163.627	95.3598
YGR236C	2.4472	4.5193	9.7799	8.4106	4.454	17.2976	16.3627	15.2576
YGR237C	36.7085	24.8562	46.4544	67.2851	106.8954	98.02	69.5415	68.6591
YGR238C	26.9195	22.5965	19.5598	25.2319	22.2699	17.2976	24.544	15.2576
YGR239C	39.1557	45.193	24.4497	14.0177	13.3619	11.5318	22.4987	22.8864
YGR240C	411.1349	429.3339	352.0757	412.1214	407.5388	441.09	474.5182	492.0565
YGR240C-A	7.3417	2.2597	66.0142	30.839	46.7667	37.4782	38.8614	30.5151
YGR242W	0	0	0	0	2.227	0	0	0
YGR241C	46.4974	45.193	146.6982	151.3915	155.8892	126.8494	141.1282	91.5454
YGR243W	31.814	558.1341	816.6199	703.6903	447.6246	201.8059	96.1308	114.4318
YGR244C	80.7586	92.6457	141.8083	159.8022	131.3923	207.5718	247.4858	244.1211
YGR245C	239.8287	187.5511	178.4828	128.9632	111.3494	40.3612	10.2267	34.3295
YGR246C	44.0502	45.193	39.1195	28.0355	28.9508	54.7759	30.6801	45.7727
YGR247W	12.2362	22.5965	26.8947	19.6248	17.8159	31.7124	22.4987	26.7007
YGR248W	9.7889	27.1158	112.4686	302.7831	509.9802	934.0729	961.3084	453.9126
YGR249W	7.3417	2.2597	22.0047	25.2319	8.908	11.5318	6.136	0
YGR250C	36.7085	54.2317	46.4544	100.9277	122.4843	123.9665	77.7228	95.3598
YGR251W	26.9195	22.5965	14.6698	11.2142	26.7239	2.8829	8.1813	15.2576
YGR252W	29.3668	24.8562	24.4497	64.4816	48.9937	43.2441	47.0427	57.2159
YGR253C	274.0899	198.8494	249.3869	182.2306	231.6067	273.8794	372.2513	274.6362
YGR254W	672.9887	743.4255	772.6105	841.0641	884.1142	1502.0123	2092.3797	2448.8395
